2020-11-03 11:04:19 INFO  Log4j:34 - 
2020-11-03 11:05:51 INFO  Log4j:55 - Africa and The Middle East
2020-11-03 11:05:51 INFO  Log4j:85 - [Bahrain, Iran (Islamic Republic of), Iraq, Israel, Jordan, Kuwait, Lebanon, Oman, Qatar, Saudi Arabia, State of Palestine, Syrian Arab Republic, United Arab Emirates]
2020-11-03 11:05:51 INFO  Log4j:91 - Country name list: [Bahrain, Iran (Islamic Republic of), Iraq, Israel, Jordan, Kuwait, Lebanon, Oman, Qatar, Saudi Arabia, State of Palestine, Syrian Arab Republic, United Arab Emirates, Yemen]
2020-11-03 11:05:51 INFO  Log4j:94 - sub_region list: {MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates, Yemen], Northern Africa=[Algeria, Egypt, Libya, Morocco, Sudan, Tunisia], Sub-Saharan Africa=null, Eastern Africa=[Burundi, Comoros, Djibouti, Eritrea, Ethiopia, Kenya, Madagascar, Malawi, Mauritius, Mozambique, Rwanda, Seychelles, Somalia, South Sudan, Tanzania, United Republic of, Uganda, Zambia, Zimbabwe], Middle Africa=[Angola, Cameroon, Central African Republic, Chad, Congo, Congo, Dem. Rep. of the, Equatorial Guinea, Gabon, Sao Tome and Principe], Southern Africa=[Botswana, Eswatini, Lesotho, Namibia, South Africa], Western Africa=[Benin, Burkina Faso, Cabo Verde, Côte d'Ivoire, Gambia, Ghana, Guinea, Guinea-Bissau, Liberia, Mali, Mauritania, Niger, Nigeria, Senegal, Sierra Leone, Togo], The Middle East=[Bahrain, Iran (Islamic Republic of), Iraq, Israel, Jordan, Kuwait, Lebanon, Oman, Qatar, Saudi Arabia, State of Palestine, Syrian Arab Republic, United Arab Emirates, Yemen]}
2020-11-03 11:05:51 INFO  Log4j:99 - Region data : {Africa and The Middle East={MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates, Yemen], Northern Africa=[Algeria, Egypt, Libya, Morocco, Sudan, Tunisia], Sub-Saharan Africa=null, Eastern Africa=[Burundi, Comoros, Djibouti, Eritrea, Ethiopia, Kenya, Madagascar, Malawi, Mauritius, Mozambique, Rwanda, Seychelles, Somalia, South Sudan, Tanzania, United Republic of, Uganda, Zambia, Zimbabwe], Middle Africa=[Angola, Cameroon, Central African Republic, Chad, Congo, Congo, Dem. Rep. of the, Equatorial Guinea, Gabon, Sao Tome and Principe], Southern Africa=[Botswana, Eswatini, Lesotho, Namibia, South Africa], Western Africa=[Benin, Burkina Faso, Cabo Verde, Côte d'Ivoire, Gambia, Ghana, Guinea, Guinea-Bissau, Liberia, Mali, Mauritania, Niger, Nigeria, Senegal, Sierra Leone, Togo], The Middle East=[Bahrain, Iran (Islamic Republic of), Iraq, Israel, Jordan, Kuwait, Lebanon, Oman, Qatar, Saudi Arabia, State of Palestine, Syrian Arab Republic, United Arab Emirates, Yemen]}}
2020-11-03 11:05:51 INFO  Log4j:55 - Africa and The Middle East
2020-11-03 11:05:51 INFO  Log4j:85 - [Bahrain, Iran (Islamic Republic of), Iraq, Israel, Jordan, Kuwait, Lebanon, Oman, Qatar, Saudi Arabia, State of Palestine, Syrian Arab Republic, United Arab Emirates, Yemen]
2020-11-03 11:05:51 INFO  Log4j:94 - sub_region list: {MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates, Yemen], Northern Africa=[Algeria, Egypt, Libya, Morocco, Sudan, Tunisia], Sub-Saharan Africa=null, Eastern Africa=[Burundi, Comoros, Djibouti, Eritrea, Ethiopia, Kenya, Madagascar, Malawi, Mauritius, Mozambique, Rwanda, Seychelles, Somalia, South Sudan, Tanzania, United Republic of, Uganda, Zambia, Zimbabwe], Middle Africa=[Angola, Cameroon, Central African Republic, Chad, Congo, Congo, Dem. Rep. of the, Equatorial Guinea, Gabon, Sao Tome and Principe], Southern Africa=[Botswana, Eswatini, Lesotho, Namibia, South Africa], Western Africa=[Benin, Burkina Faso, Cabo Verde, Côte d'Ivoire, Gambia, Ghana, Guinea, Guinea-Bissau, Liberia, Mali, Mauritania, Niger, Nigeria, Senegal, Sierra Leone, Togo], The Middle East=[Bahrain, Iran (Islamic Republic of), Iraq, Israel, Jordan, Kuwait, Lebanon, Oman, Qatar, Saudi Arabia, State of Palestine, Syrian Arab Republic, United Arab Emirates, Yemen]}
2020-11-03 11:05:51 INFO  Log4j:99 - Region data : {Africa and The Middle East={MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates, Yemen], Northern Africa=[Algeria, Egypt, Libya, Morocco, Sudan, Tunisia], Sub-Saharan Africa=null, Eastern Africa=[Burundi, Comoros, Djibouti, Eritrea, Ethiopia, Kenya, Madagascar, Malawi, Mauritius, Mozambique, Rwanda, Seychelles, Somalia, South Sudan, Tanzania, United Republic of, Uganda, Zambia, Zimbabwe], Middle Africa=[Angola, Cameroon, Central African Republic, Chad, Congo, Congo, Dem. Rep. of the, Equatorial Guinea, Gabon, Sao Tome and Principe], Southern Africa=[Botswana, Eswatini, Lesotho, Namibia, South Africa], Western Africa=[Benin, Burkina Faso, Cabo Verde, Côte d'Ivoire, Gambia, Ghana, Guinea, Guinea-Bissau, Liberia, Mali, Mauritania, Niger, Nigeria, Senegal, Sierra Leone, Togo], The Middle East=[Bahrain, Iran (Islamic Republic of), Iraq, Israel, Jordan, Kuwait, Lebanon, Oman, Qatar, Saudi Arabia, State of Palestine, Syrian Arab Republic, United Arab Emirates, Yemen]}}
2020-11-03 11:05:51 INFO  Log4j:55 - Africa and The Middle East
2020-11-03 11:05:51 INFO  Log4j:99 - Region data : {Africa and The Middle East={MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates, Yemen], Northern Africa=[Algeria, Egypt, Libya, Morocco, Sudan, Tunisia], Sub-Saharan Africa=null, Eastern Africa=[Burundi, Comoros, Djibouti, Eritrea, Ethiopia, Kenya, Madagascar, Malawi, Mauritius, Mozambique, Rwanda, Seychelles, Somalia, South Sudan, Tanzania, United Republic of, Uganda, Zambia, Zimbabwe], Middle Africa=[Angola, Cameroon, Central African Republic, Chad, Congo, Congo, Dem. Rep. of the, Equatorial Guinea, Gabon, Sao Tome and Principe], Southern Africa=[Botswana, Eswatini, Lesotho, Namibia, South Africa], Western Africa=[Benin, Burkina Faso, Cabo Verde, Côte d'Ivoire, Gambia, Ghana, Guinea, Guinea-Bissau, Liberia, Mali, Mauritania, Niger, Nigeria, Senegal, Sierra Leone, Togo], The Middle East=[Bahrain, Iran (Islamic Republic of), Iraq, Israel, Jordan, Kuwait, Lebanon, Oman, Qatar, Saudi Arabia, State of Palestine, Syrian Arab Republic, United Arab Emirates, Yemen]}}
2020-11-03 11:05:51 INFO  Log4j:55 - America
2020-11-03 11:05:51 INFO  Log4j:77 - sub_region : {Central America and the Caribbean=null}
2020-11-03 11:05:51 INFO  Log4j:99 - Region data : {Africa and The Middle East={MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates, Yemen], Northern Africa=[Algeria, Egypt, Libya, Morocco, Sudan, Tunisia], Sub-Saharan Africa=null, Eastern Africa=[Burundi, Comoros, Djibouti, Eritrea, Ethiopia, Kenya, Madagascar, Malawi, Mauritius, Mozambique, Rwanda, Seychelles, Somalia, South Sudan, Tanzania, United Republic of, Uganda, Zambia, Zimbabwe], Middle Africa=[Angola, Cameroon, Central African Republic, Chad, Congo, Congo, Dem. Rep. of the, Equatorial Guinea, Gabon, Sao Tome and Principe], Southern Africa=[Botswana, Eswatini, Lesotho, Namibia, South Africa], Western Africa=[Benin, Burkina Faso, Cabo Verde, Côte d'Ivoire, Gambia, Ghana, Guinea, Guinea-Bissau, Liberia, Mali, Mauritania, Niger, Nigeria, Senegal, Sierra Leone, Togo], The Middle East=[Bahrain, Iran (Islamic Republic of), Iraq, Israel, Jordan, Kuwait, Lebanon, Oman, Qatar, Saudi Arabia, State of Palestine, Syrian Arab Republic, United Arab Emirates, Yemen]}, America={Central America and the Caribbean=null}}
2020-11-03 11:05:51 INFO  Log4j:55 - America
2020-11-03 11:05:51 INFO  Log4j:85 - 
2020-11-03 11:05:51 INFO  Log4j:91 - Country name list: [Antigua and Barbuda]
2020-11-03 11:05:51 INFO  Log4j:94 - sub_region list: {Central America and the Caribbean=null, Caribbean=[Antigua and Barbuda]}
2020-11-03 11:05:51 INFO  Log4j:99 - Region data : {Africa and The Middle East={MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates, Yemen], Northern Africa=[Algeria, Egypt, Libya, Morocco, Sudan, Tunisia], Sub-Saharan Africa=null, Eastern Africa=[Burundi, Comoros, Djibouti, Eritrea, Ethiopia, Kenya, Madagascar, Malawi, Mauritius, Mozambique, Rwanda, Seychelles, Somalia, South Sudan, Tanzania, United Republic of, Uganda, Zambia, Zimbabwe], Middle Africa=[Angola, Cameroon, Central African Republic, Chad, Congo, Congo, Dem. Rep. of the, Equatorial Guinea, Gabon, Sao Tome and Principe], Southern Africa=[Botswana, Eswatini, Lesotho, Namibia, South Africa], Western Africa=[Benin, Burkina Faso, Cabo Verde, Côte d'Ivoire, Gambia, Ghana, Guinea, Guinea-Bissau, Liberia, Mali, Mauritania, Niger, Nigeria, Senegal, Sierra Leone, Togo], The Middle East=[Bahrain, Iran (Islamic Republic of), Iraq, Israel, Jordan, Kuwait, Lebanon, Oman, Qatar, Saudi Arabia, State of Palestine, Syrian Arab Republic, United Arab Emirates, Yemen]}, America={Central America and the Caribbean=null, Caribbean=[Antigua and Barbuda]}}
2020-11-03 11:05:51 INFO  Log4j:55 - America
2020-11-03 11:05:51 INFO  Log4j:85 - [Antigua and Barbuda]
2020-11-03 11:05:51 INFO  Log4j:91 - Country name list: [Antigua and Barbuda, Aruba]
2020-11-03 11:05:51 INFO  Log4j:94 - sub_region list: {Central America and the Caribbean=null, Caribbean=[Antigua and Barbuda, Aruba]}
2020-11-03 11:05:51 INFO  Log4j:99 - Region data : {Africa and The Middle East={MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates, Yemen], Northern Africa=[Algeria, Egypt, Libya, Morocco, Sudan, Tunisia], Sub-Saharan Africa=null, Eastern Africa=[Burundi, Comoros, Djibouti, Eritrea, Ethiopia, Kenya, Madagascar, Malawi, Mauritius, Mozambique, Rwanda, Seychelles, Somalia, South Sudan, Tanzania, United Republic of, Uganda, Zambia, Zimbabwe], Middle Africa=[Angola, Cameroon, Central African Republic, Chad, Congo, Congo, Dem. Rep. of the, Equatorial Guinea, Gabon, Sao Tome and Principe], Southern Africa=[Botswana, Eswatini, Lesotho, Namibia, South Africa], Western Africa=[Benin, Burkina Faso, Cabo Verde, Côte d'Ivoire, Gambia, Ghana, Guinea, Guinea-Bissau, Liberia, Mali, Mauritania, Niger, Nigeria, Senegal, Sierra Leone, Togo], The Middle East=[Bahrain, Iran (Islamic Republic of), Iraq, Israel, Jordan, Kuwait, Lebanon, Oman, Qatar, Saudi Arabia, State of Palestine, Syrian Arab Republic, United Arab Emirates, Yemen]}, America={Central America and the Caribbean=null, Caribbean=[Antigua and Barbuda, Aruba]}}
2020-11-03 11:05:51 INFO  Log4j:55 - America
2020-11-03 11:05:51 INFO  Log4j:85 - [Antigua and Barbuda, Aruba]
2020-11-03 11:05:51 INFO  Log4j:91 - Country name list: [Antigua and Barbuda, Aruba, Bahamas]
2020-11-03 11:05:51 INFO  Log4j:94 - sub_region list: {Central America and the Caribbean=null, Caribbean=[Antigua and Barbuda, Aruba, Bahamas]}
2020-11-03 11:05:51 INFO  Log4j:99 - Region data : {Africa and The Middle East={MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates, Yemen], Northern Africa=[Algeria, Egypt, Libya, Morocco, Sudan, Tunisia], Sub-Saharan Africa=null, Eastern Africa=[Burundi, Comoros, Djibouti, Eritrea, Ethiopia, Kenya, Madagascar, Malawi, Mauritius, Mozambique, Rwanda, Seychelles, Somalia, South Sudan, Tanzania, United Republic of, Uganda, Zambia, Zimbabwe], Middle Africa=[Angola, Cameroon, Central African Republic, Chad, Congo, Congo, Dem. Rep. of the, Equatorial Guinea, Gabon, Sao Tome and Principe], Southern Africa=[Botswana, Eswatini, Lesotho, Namibia, South Africa], Western Africa=[Benin, Burkina Faso, Cabo Verde, Côte d'Ivoire, Gambia, Ghana, Guinea, Guinea-Bissau, Liberia, Mali, Mauritania, Niger, Nigeria, Senegal, Sierra Leone, Togo], The Middle East=[Bahrain, Iran (Islamic Republic of), Iraq, Israel, Jordan, Kuwait, Lebanon, Oman, Qatar, Saudi Arabia, State of Palestine, Syrian Arab Republic, United Arab Emirates, Yemen]}, America={Central America and the Caribbean=null, Caribbean=[Antigua and Barbuda, Aruba, Bahamas]}}
2020-11-03 11:05:51 INFO  Log4j:55 - America
2020-11-03 11:05:51 INFO  Log4j:85 - [Antigua and Barbuda, Aruba, Bahamas]
2020-11-03 11:05:51 INFO  Log4j:91 - Country name list: [Antigua and Barbuda, Aruba, Bahamas, Barbados]
2020-11-03 11:05:51 INFO  Log4j:94 - sub_region list: {Central America and the Caribbean=null, Caribbean=[Antigua and Barbuda, Aruba, Bahamas, Barbados]}
2020-11-03 11:05:51 INFO  Log4j:99 - Region data : {Africa and The Middle East={MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates, Yemen], Northern Africa=[Algeria, Egypt, Libya, Morocco, Sudan, Tunisia], Sub-Saharan Africa=null, Eastern Africa=[Burundi, Comoros, Djibouti, Eritrea, Ethiopia, Kenya, Madagascar, Malawi, Mauritius, Mozambique, Rwanda, Seychelles, Somalia, South Sudan, Tanzania, United Republic of, Uganda, Zambia, Zimbabwe], Middle Africa=[Angola, Cameroon, Central African Republic, Chad, Congo, Congo, Dem. Rep. of the, Equatorial Guinea, Gabon, Sao Tome and Principe], Southern Africa=[Botswana, Eswatini, Lesotho, Namibia, South Africa], Western Africa=[Benin, Burkina Faso, Cabo Verde, Côte d'Ivoire, Gambia, Ghana, Guinea, Guinea-Bissau, Liberia, Mali, Mauritania, Niger, Nigeria, Senegal, Sierra Leone, Togo], The Middle East=[Bahrain, Iran (Islamic Republic of), Iraq, Israel, Jordan, Kuwait, Lebanon, Oman, Qatar, Saudi Arabia, State of Palestine, Syrian Arab Republic, United Arab Emirates, Yemen]}, America={Central America and the Caribbean=null, Caribbean=[Antigua and Barbuda, Aruba, Bahamas, Barbados]}}
2020-11-03 11:05:51 INFO  Log4j:55 - America
2020-11-03 11:05:51 INFO  Log4j:85 - [Antigua and Barbuda, Aruba, Bahamas, Barbados]
2020-11-03 11:05:51 INFO  Log4j:91 - Country name list: [Antigua and Barbuda, Aruba, Bahamas, Barbados, Cayman Islands]
2020-11-03 11:05:51 INFO  Log4j:94 - sub_region list: {Central America and the Caribbean=null, Caribbean=[Antigua and Barbuda, Aruba, Bahamas, Barbados, Cayman Islands]}
2020-11-03 11:05:51 INFO  Log4j:99 - Region data : {Africa and The Middle East={MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates, Yemen], Northern Africa=[Algeria, Egypt, Libya, Morocco, Sudan, Tunisia], Sub-Saharan Africa=null, Eastern Africa=[Burundi, Comoros, Djibouti, Eritrea, Ethiopia, Kenya, Madagascar, Malawi, Mauritius, Mozambique, Rwanda, Seychelles, Somalia, South Sudan, Tanzania, United Republic of, Uganda, Zambia, Zimbabwe], Middle Africa=[Angola, Cameroon, Central African Republic, Chad, Congo, Congo, Dem. Rep. of the, Equatorial Guinea, Gabon, Sao Tome and Principe], Southern Africa=[Botswana, Eswatini, Lesotho, Namibia, South Africa], Western Africa=[Benin, Burkina Faso, Cabo Verde, Côte d'Ivoire, Gambia, Ghana, Guinea, Guinea-Bissau, Liberia, Mali, Mauritania, Niger, Nigeria, Senegal, Sierra Leone, Togo], The Middle East=[Bahrain, Iran (Islamic Republic of), Iraq, Israel, Jordan, Kuwait, Lebanon, Oman, Qatar, Saudi Arabia, State of Palestine, Syrian Arab Republic, United Arab Emirates, Yemen]}, America={Central America and the Caribbean=null, Caribbean=[Antigua and Barbuda, Aruba, Bahamas, Barbados, Cayman Islands]}}
2020-11-03 11:05:51 INFO  Log4j:55 - America
2020-11-03 11:05:51 INFO  Log4j:85 - [Antigua and Barbuda, Aruba, Bahamas, Barbados, Cayman Islands]
2020-11-03 11:05:51 INFO  Log4j:91 - Country name list: [Antigua and Barbuda, Aruba, Bahamas, Barbados, Cayman Islands, Cuba]
2020-11-03 11:05:51 INFO  Log4j:94 - sub_region list: {Central America and the Caribbean=null, Caribbean=[Antigua and Barbuda, Aruba, Bahamas, Barbados, Cayman Islands, Cuba]}
2020-11-03 11:05:51 INFO  Log4j:99 - Region data : {Africa and The Middle East={MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates, Yemen], Northern Africa=[Algeria, Egypt, Libya, Morocco, Sudan, Tunisia], Sub-Saharan Africa=null, Eastern Africa=[Burundi, Comoros, Djibouti, Eritrea, Ethiopia, Kenya, Madagascar, Malawi, Mauritius, Mozambique, Rwanda, Seychelles, Somalia, South Sudan, Tanzania, United Republic of, Uganda, Zambia, Zimbabwe], Middle Africa=[Angola, Cameroon, Central African Republic, Chad, Congo, Congo, Dem. Rep. of the, Equatorial Guinea, Gabon, Sao Tome and Principe], Southern Africa=[Botswana, Eswatini, Lesotho, Namibia, South Africa], Western Africa=[Benin, Burkina Faso, Cabo Verde, Côte d'Ivoire, Gambia, Ghana, Guinea, Guinea-Bissau, Liberia, Mali, Mauritania, Niger, Nigeria, Senegal, Sierra Leone, Togo], The Middle East=[Bahrain, Iran (Islamic Republic of), Iraq, Israel, Jordan, Kuwait, Lebanon, Oman, Qatar, Saudi Arabia, State of Palestine, Syrian Arab Republic, United Arab Emirates, Yemen]}, America={Central America and the Caribbean=null, Caribbean=[Antigua and Barbuda, Aruba, Bahamas, Barbados, Cayman Islands, Cuba]}}
2020-11-03 11:05:51 INFO  Log4j:55 - America
2020-11-03 11:05:51 INFO  Log4j:85 - [Antigua and Barbuda, Aruba, Bahamas, Barbados, Cayman Islands, Cuba]
2020-11-03 11:05:51 INFO  Log4j:91 - Country name list: [Antigua and Barbuda, Aruba, Bahamas, Barbados, Cayman Islands, Cuba, Curaçao]
2020-11-03 11:05:51 INFO  Log4j:94 - sub_region list: {Central America and the Caribbean=null, Caribbean=[Antigua and Barbuda, Aruba, Bahamas, Barbados, Cayman Islands, Cuba, Curaçao]}
2020-11-03 11:05:51 INFO  Log4j:99 - Region data : {Africa and The Middle East={MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates, Yemen], Northern Africa=[Algeria, Egypt, Libya, Morocco, Sudan, Tunisia], Sub-Saharan Africa=null, Eastern Africa=[Burundi, Comoros, Djibouti, Eritrea, Ethiopia, Kenya, Madagascar, Malawi, Mauritius, Mozambique, Rwanda, Seychelles, Somalia, South Sudan, Tanzania, United Republic of, Uganda, Zambia, Zimbabwe], Middle Africa=[Angola, Cameroon, Central African Republic, Chad, Congo, Congo, Dem. Rep. of the, Equatorial Guinea, Gabon, Sao Tome and Principe], Southern Africa=[Botswana, Eswatini, Lesotho, Namibia, South Africa], Western Africa=[Benin, Burkina Faso, Cabo Verde, Côte d'Ivoire, Gambia, Ghana, Guinea, Guinea-Bissau, Liberia, Mali, Mauritania, Niger, Nigeria, Senegal, Sierra Leone, Togo], The Middle East=[Bahrain, Iran (Islamic Republic of), Iraq, Israel, Jordan, Kuwait, Lebanon, Oman, Qatar, Saudi Arabia, State of Palestine, Syrian Arab Republic, United Arab Emirates, Yemen]}, America={Central America and the Caribbean=null, Caribbean=[Antigua and Barbuda, Aruba, Bahamas, Barbados, Cayman Islands, Cuba, Curaçao]}}
2020-11-03 11:05:51 INFO  Log4j:55 - America
2020-11-03 11:05:51 INFO  Log4j:85 - [Antigua and Barbuda, Aruba, Bahamas, Barbados, Cayman Islands, Cuba, Curaçao]
2020-11-03 11:05:51 INFO  Log4j:91 - Country name list: [Antigua and Barbuda, Aruba, Bahamas, Barbados, Cayman Islands, Cuba, Curaçao, Dominica]
2020-11-03 11:05:51 INFO  Log4j:94 - sub_region list: {Central America and the Caribbean=null, Caribbean=[Antigua and Barbuda, Aruba, Bahamas, Barbados, Cayman Islands, Cuba, Curaçao, Dominica]}
2020-11-03 11:05:51 INFO  Log4j:99 - Region data : {Africa and The Middle East={MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates, Yemen], Northern Africa=[Algeria, Egypt, Libya, Morocco, Sudan, Tunisia], Sub-Saharan Africa=null, Eastern Africa=[Burundi, Comoros, Djibouti, Eritrea, Ethiopia, Kenya, Madagascar, Malawi, Mauritius, Mozambique, Rwanda, Seychelles, Somalia, South Sudan, Tanzania, United Republic of, Uganda, Zambia, Zimbabwe], Middle Africa=[Angola, Cameroon, Central African Republic, Chad, Congo, Congo, Dem. Rep. of the, Equatorial Guinea, Gabon, Sao Tome and Principe], Southern Africa=[Botswana, Eswatini, Lesotho, Namibia, South Africa], Western Africa=[Benin, Burkina Faso, Cabo Verde, Côte d'Ivoire, Gambia, Ghana, Guinea, Guinea-Bissau, Liberia, Mali, Mauritania, Niger, Nigeria, Senegal, Sierra Leone, Togo], The Middle East=[Bahrain, Iran (Islamic Republic of), Iraq, Israel, Jordan, Kuwait, Lebanon, Oman, Qatar, Saudi Arabia, State of Palestine, Syrian Arab Republic, United Arab Emirates, Yemen]}, America={Central America and the Caribbean=null, Caribbean=[Antigua and Barbuda, Aruba, Bahamas, Barbados, Cayman Islands, Cuba, Curaçao, Dominica]}}
2020-11-03 11:05:51 INFO  Log4j:55 - America
2020-11-03 11:05:51 INFO  Log4j:85 - [Antigua and Barbuda, Aruba, Bahamas, Barbados, Cayman Islands, Cuba, Curaçao, Dominica]
2020-11-03 11:05:51 INFO  Log4j:91 - Country name list: [Antigua and Barbuda, Aruba, Bahamas, Barbados, Cayman Islands, Cuba, Curaçao, Dominica, Dominican Republic]
2020-11-03 11:05:51 INFO  Log4j:94 - sub_region list: {Central America and the Caribbean=null, Caribbean=[Antigua and Barbuda, Aruba, Bahamas, Barbados, Cayman Islands, Cuba, Curaçao, Dominica, Dominican Republic]}
2020-11-03 11:05:51 INFO  Log4j:99 - Region data : {Africa and The Middle East={MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates, Yemen], Northern Africa=[Algeria, Egypt, Libya, Morocco, Sudan, Tunisia], Sub-Saharan Africa=null, Eastern Africa=[Burundi, Comoros, Djibouti, Eritrea, Ethiopia, Kenya, Madagascar, Malawi, Mauritius, Mozambique, Rwanda, Seychelles, Somalia, South Sudan, Tanzania, United Republic of, Uganda, Zambia, Zimbabwe], Middle Africa=[Angola, Cameroon, Central African Republic, Chad, Congo, Congo, Dem. Rep. of the, Equatorial Guinea, Gabon, Sao Tome and Principe], Southern Africa=[Botswana, Eswatini, Lesotho, Namibia, South Africa], Western Africa=[Benin, Burkina Faso, Cabo Verde, Côte d'Ivoire, Gambia, Ghana, Guinea, Guinea-Bissau, Liberia, Mali, Mauritania, Niger, Nigeria, Senegal, Sierra Leone, Togo], The Middle East=[Bahrain, Iran (Islamic Republic of), Iraq, Israel, Jordan, Kuwait, Lebanon, Oman, Qatar, Saudi Arabia, State of Palestine, Syrian Arab Republic, United Arab Emirates, Yemen]}, America={Central America and the Caribbean=null, Caribbean=[Antigua and Barbuda, Aruba, Bahamas, Barbados, Cayman Islands, Cuba, Curaçao, Dominica, Dominican Republic]}}
2020-11-03 11:05:51 INFO  Log4j:55 - America
2020-11-03 11:05:51 INFO  Log4j:85 - [Antigua and Barbuda, Aruba, Bahamas, Barbados, Cayman Islands, Cuba, Curaçao, Dominica, Dominican Republic]
2020-11-03 11:05:51 INFO  Log4j:91 - Country name list: [Antigua and Barbuda, Aruba, Bahamas, Barbados, Cayman Islands, Cuba, Curaçao, Dominica, Dominican Republic, Grenada]
2020-11-03 11:05:51 INFO  Log4j:94 - sub_region list: {Central America and the Caribbean=null, Caribbean=[Antigua and Barbuda, Aruba, Bahamas, Barbados, Cayman Islands, Cuba, Curaçao, Dominica, Dominican Republic, Grenada]}
